id,date,name,category,chain,funds_lost,funds_recovered,funds_returned,scam_type,scam_parent,year
708,,NASA Farm,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
709,,shibalabs,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
710,2021-03-29,ElonSafu,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
711,2021-04-02,SafeCatch,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
712,,RebirthFarm.io,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
713,,Sollet,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
714,,RevertFinance Token,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
715,,Moon RUNE,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
716,,APPLEJUICE.FINANCE,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
717,,RollFinance,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
718,,BraveToken,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
719,,LITECOIN STANDAR HASRATE TOKEN,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
720,,SAFEFEG,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
721,2021-04-03,Bombic Finance,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
722,,Cosmos Finance,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
723,2021-05-19,PancakeBunny,Yield Aggregator,Binance,45000000.0,0.0,100000.0,Flash Loan Attack,Exploit/Flash Loan Attack,2021
724,,ELONEBULA,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
725,2021-03-29,NEOBUX,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
726,,UNIONJACK - BSC,Borrowing and Lending,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
727,,nintendo chain network,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
728,,BERSERK Token,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
729,,Quick Grow,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
730,2021-03-29,WhiteX Finance,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
731,,melonmars,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
732,,safeokko,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
733,2021-02-13,Alpha Finance Lab,Other,Ethereum,37500000.0,0.0,3700000.0,Flash Loan Attack,Exploit/Flash Loan Attack,2021
734,2021-05-31,NYAN INU,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
735,2021-05-31,PandoraBSC,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
736,,Shozo Inu,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
737,2021-05-31,Charged Particles Protocol,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
738,2021-05-31,Governor Network,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
739,2021-05-31,WenMoon,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
740,,mooncake,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
741,,ADRENALINE.FINANCE,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
742,,RedSWAP,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
743,,Quantum Farm,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
744,,LastOutFirstWin,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
745,2021-03-29,ELONSPACE,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
746,2021-04-03,EXODUS,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
747,,Mars Ore,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
748,,GOSWAP.IO,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
749,2020-10-26,Harvest Finance,Yield Aggregator,Ethereum,33800000.0,0.0,2500000.0,Flash Loan Attack,Exploit/Flash Loan Attack,2020
750,2021-03-30,Instantly,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
751,,XDEFILABS,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
752,,MOON1000X,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
753,,TILY,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
754,,bscgames.win,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
755,2021-03-29,SafeForever,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
756,,BSC HOTEL,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
757,2021-03-29,ElonHODL Token,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
758,,RiserDefi.com,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
759,,white.finance,Yield Aggregator,Ethereum,0.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,
760,2021-05-29,Belt Finance,"Exchange (DEX),Yield Aggregator",Binance,6300000.0,0.0,0.0,Flash Loan Attack,Exploit/Flash Loan Attack,2021
761,,SafeMoon,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
762,2021-03-29,gorillapump.net,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
763,2021-05-29,BurgerSwap,Exchange (DEX),Binance,7200000.0,0.0,0.0,Flash Loan Attack,Exploit/Flash Loan Attack,2021
764,,Concordium,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
765,,MEMElonMusk,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
766,,Space X Crew,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
767,2021-05-02,Crypto Puzzles,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
768,,Binance-Peg VeChain,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
769,2021-05-02,ForTheWin,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
770,2021-05-02,Stability Protocol,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
771,2021-05-13,NoCapCoin,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
772,2021-05-01,Tentrix,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
773,2021-05-03,XDAICHAIN,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
774,2021-05-01,GrumpyDoge,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
775,2021-05-02,PurpleGoat,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
776,,IronyMan,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
777,,Moon Mission Elon,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
778,2021-05-01,Mother Of Dragon,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
779,2021-05-01,DOGE ROCKET,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
780,,ElonFinance,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
781,2021-05-01,SolstarterToken,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
782,2021-05-02,Doggy Token,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
783,2021-05-01,SUPERCYCLE,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
784,2021-05-01,Oportunity Token,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
785,,NUKE INU,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
786,2021-05-01,London X Protocol,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
787,,Elon Payment Ecosystem,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
788,2021-05-01,The Dragon Father,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
789,,NyanDoge,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
790,2021-05-01,Umbrella,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
791,,Tokka Inu,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
792,2021-05-01,Bring.finance,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
793,,ElonStar,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
794,,Skrill DOGE,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
795,2021-05-01,Sienna.Network,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
796,2021-02-05,yearn.finance,Yield Aggregator,Ethereum,11000000.0,0.0,1700000.0,Flash Loan Attack,Exploit/Flash Loan Attack,2021
798,2021-05-01,Maple.Finance,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
799,2021-05-01,Lever Network,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
800,,Meow Token,Exchange (DEX),Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
801,,Peanut Butter,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
802,2021-05-01,makiswap.com,Exchange (DEX),Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
803,,Don-Key.finance,Borrowing and Lending,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
804,2021-05-01,CrossPad,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
805,,Elon Payment Ecosystem,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
806,,DNA TOKEN,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
807,2021-05-01,The Doge Godfather,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
808,2021-05-01,NFTify.Network,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
809,,SpaceX Starlink,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
810,2021-05-01,Dojecoin,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
811,2020-11-12,Akropolis,Yield Aggregator,Ethereum,2000000.0,0.0,0.0,Flash Loan Attack,Exploit/Flash Loan Attack,2020
812,,RedefinexProtocol,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
813,2021-04-30,Moon Fox Community,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
814,2021-04-30,IPX,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
815,2021-04-30,Librex,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
816,2021-04-30,DOGE PARTY,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
817,,HerionProtocol,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
818,2021-05-01,LamboToken,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
819,2021-04-30,Horse Protocol,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
820,2021-04-30,Media Network,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
822,2021-04-30,NAOS Finance,Borrowing and Lending,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
823,2020-12-18,Warp Finance,Borrowing and Lending,Ethereum,7800000.0,0.0,5800000.0,Flash Loan Attack,Exploit/Flash Loan Attack,2020
824,,TerrainNFT,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
825,2021-04-30,FujiProtocol,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
826,,EasterEgg,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
827,2021-04-30,Covalent,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
828,2021-04-30,QixiSwap,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
831,2021-04-29,Infinity Cat,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
832,,UMBRELLA,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
833,2021-04-29,DerioxDefi,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
834,2021-04-23,TokenFomo.pro,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
835,2021-06-14,EASYFEEDBACK,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
836,,Shining Stars Token,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
837,,MoonRobin,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
838,,Everest,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
839,2021-04-29,MW,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
840,2021-04-29,XFai,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
841,,infinityElon,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
843,,Darth Vader Token,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
844,,SB,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
845,2021-04-29,SaitoToken,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
846,2021-04-29,CereNetwork,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
847,2021-04-29,XenonFinance,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
848,,MK,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
849,2021-04-29,Sushi Finance,"Exchange (DEX),Borrowing and Lending",Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
850,2021-04-29,Atomas,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
851,,PolarisFinance,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
852,,BENQi,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
853,2021-05-31,STARTFI,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
854,,OceanEx,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
855,,slashprotocol.com,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
856,,SpaceXDeimos,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
857,2021-06-01,NFTbs,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
858,,eTHEREUMGIRL,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
859,,GalaxyToken,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
860,,NYANINU,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
861,2021-05-30,SpheriumFinance,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
862,,SmartShiba,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
863,2021-05-30,FudderElon,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
864,2021-05-30,NINJA CAT,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
865,,DogeRoulette,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
866,,Tara Inu,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
867,2021-05-30,Moonpad,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
868,2021-05-30,Ethereum 2.0,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
869,,SnoopToken,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
870,2021-05-30,dogejavu.com,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
871,,Elon&#x27;s Gay For Doge,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
872,2021-05-30,Forest token,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
873,2021-05-29,NeuroChain,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
874,,GAYSHIBA,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
875,2021-05-29,dmoon.finance,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
876,,LGBTToken,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
877,2021-05-29,PhutureProtocol,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
878,,Strawberry,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
879,,SparkEnergy,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
880,,NFT GEM,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
881,2021-09-22,BinanceInu.Bep20,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
882,,Sakura Inu,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
883,,Shibaboss,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
884,,Sphynx Token,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
885,,LEASHSWAP,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
886,2021-06-03,Koshka Miu,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
887,,SAFEMOONSHOT,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
888,,DIAMOND FUCKING HANDS,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
889,2021-05-28,Centrifuge,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
890,2021-05-28,1000xCoin,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
891,2021-05-28,BongWeedCoin,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
892,,DwayneCoin,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
893,,taxi Finance,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
894,2021-03-29,SPEEDDAO,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
895,,SpaceXDoge,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
896,,HungryShiba,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
897,2021-05-27,SkyRocket,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
898,2021-05-22,LIGMA,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
899,2021-05-27,Glitch,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
900,2021-05-29,DuckCoin,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
901,2021-05-27,SafeTed,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
902,,DogeStar,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
903,2021-05-27,Coffee Shop DAO,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
904,2021-05-27,Freela,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
905,2021-05-27,EMACITY TOKEN,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
906,,MarsLanding,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
907,,HARDBALL,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
908,,Jaku Inu,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
909,,SonicSpeed,Exchange (DEX),Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
910,2021-05-27,Pigg Token,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
911,,BitDoge,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
912,2021-05-27,BathroomSwap,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
913,2021-05-27,SPACEDOGE,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
914,2021-05-26,New Deep Thots,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
915,2021-05-26,KING TRUMP,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
916,2021-05-26,PI NETWORK TOKEN,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
917,2021-05-26,Stratos,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
918,,Pinknode,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
919,,Antares,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
920,2021-05-26,FUTURE,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
921,2021-05-25,Diamond Hands Inu,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
922,,Vulcano,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
923,2021-05-25,Wu-Tang Financial,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
924,2021-05-25,NeptuneWallet,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
925,2021-05-25,NFTLogy,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
926,2021-05-25,Moony Farm,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
927,,Brainstorm,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
928,2021-05-26,Squirtle,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
929,2021-05-25,PROJECT LION,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
930,2021-05-25,GUCCI,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
931,2020-11-14,Value DeFi,Exchange (DEX),Ethereum,7000000.0,0.0,2000000.0,Flash Loan Attack,Exploit/Flash Loan Attack,2020
932,2021-05-25,Step Finance,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
933,,PoopyFinance,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
934,,RocketShip,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
935,2021-05-25,Jade Currency,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
936,2021-05-25,Virgin Elon,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
937,,AppleFive,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
938,2021-05-24,COFFEE MOON,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
939,2021-05-24,GO,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
940,2021-05-24,DIAMOND,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
941,,RocketAkita,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
942,2021-05-24,Paralink Network,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
943,2021-05-24,Lucky Coin,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
944,2021-05-24,Smaugs,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
945,,META,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
946,2021-05-24,SAFE SHIBA,Exchange (DEX),Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
947,2021-05-17,ShibaBTC,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
948,2021-05-24,Real Madrid FC,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
949,2021-05-24,Rabbit Finance,Borrowing and Lending,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
950,2021-05-24,TogetherWeStand,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
951,2021-05-26,Melon Musk,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
952,2021-05-23,SpaceGoat,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
953,2021-05-23,CRYPTO MOON SHOTS,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
954,2021-05-23,WOO,Exchange (DEX),Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
955,2021-05-23,BSCstarter,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
956,2021-05-24,KoinChurch,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
957,2021-05-23,HolyMoon,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
959,2021-05-23,600X,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
960,2021-05-23,Redbean Token,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
961,,Muk Finance,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
962,2020-11-06,Cheese Bank,Borrowing and Lending,Ethereum,3300000.0,0.0,0.0,Flash Loan Attack,Exploit/Flash Loan Attack,2020
963,,FLORIDA,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
