id,date,name,category,chain,funds_lost,funds_recovered,funds_returned,scam_type,scam_parent,year
38,2020-10-20,Foxy.farm,NFT,Ethereum,6154.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
41,2020-09-19,LV Finance,Yield Aggregator,Ethereum,333987.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
43,2021-06-03,Delicacy DeFi,Exchange (DEX),Binance,3725.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
44,2020-09-24,Tomatos,Exchange (DEX),Ethereum,286136.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
45,2021-03-16,Dragonswap,Exchange (DEX),Binance,28710.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
46,2020-09-24,UniCat.farm,Exchange (DEX),Ethereum,713402.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
47,2021-03-04,Thunder Finance,Exchange (DEX),Binance,18558.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
48,2020-10-19,XYearn,Gaming / Metaverse,Ethereum,129526.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
49,2020-09-17,WinPlay,Gaming / Metaverse,Ethereum,25773.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
50,2020-11-26,MiniVault.Finance,Stablecoin,Ethereum,17372.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
51,2020-11-23,Deriswap,Stablecoin,Ethereum,2170264.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
52,2020-12-17,Deriswap,Stablecoin,Ethereum,3262.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
53,2020-10-08,Unidark,Other,Ethereum,29887.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
54,2020-11-19,MTI Finance,Token,Ethereum,32065.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
55,2020-11-12,SoftdrinkSwap,Exchange (DEX),Binance,0.0,0.0,0.0,Abandoned,Exit Scam/Abandoned,2020
56,2020-11-15,Walletreum,Borrowing and Lending,Ethereum,138340.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
57,2020-12-19,K3psav.Finance,Token,Ethereum,2512.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
58,2020-11-17,SAV3R,Token,Ethereum,10423.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
59,2020-10-09,CBDAO,Other,Ethereum,83884.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
60,2020-10-23,SuperMarioBros,Other,Ethereum,9669.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
61,2020-11-06,YFFC,Yield Aggregator,Ethereum,72446.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
62,2021-03-04,Mars Farm,Borrowing and Lending,Binance,37645.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
63,2021-03-16,Turtledex,Other,Binance,2324610.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
64,2021-03-19,NarutoSwap,Exchange (DEX),Binance,24424.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
65,2021-03-18,Horizon Finance,Other,Binance,25287.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
66,2021-03-17,Shadetech,Other,Ethereum,224579.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
67,2021-01-22,Poz finance,Yield Aggregator,Binance,56292.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
68,2021-02-08,Orbit Swap,Token,Binance,36441.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
71,2021-03-16,Bep Finance,Yield Aggregator,Binance,212432.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
72,,Pill Finance,Exchange (DEX),Binance,0.0,0.0,0.0,Other,Exploit/Other,
73,2021-03-15,LaserSwap Cash,Exchange (DEX),Binance,1280809.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
74,2021-03-12,True Seigniorage Dollar,Stablecoin,Ethereum,16644.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
75,2021-03-11,Rise Protocol,Yield Aggregator,Ethereum,59164.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
76,,Generate Finance,Yield Aggregator,Binance,0.0,0.0,0.0,Other,Exploit/Other,
77,2021-03-09,Chad Token,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
78,,BoobsFinance,Token,Binance,0.0,0.0,0.0,Other,Exploit/Other,
79,2021-03-12,OgreSwap,Exchange (DEX),Binance,0.0,0.0,0.0,Other,Exploit/Other,2021
80,2021-03-12,Chef Swap,Exchange (DEX),Binance,0.0,0.0,0.0,Other,Exploit/Other,2021
81,2021-03-14,Crocoswap finance,Exchange (DEX),Binance,0.0,0.0,0.0,Other,Exploit/Other,2021
82,2020-11-05,Keep3rX.finance,Token,Ethereum,1813.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
83,2020-11-02,Groot.finance,Token,Ethereum,4049.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
84,2020-12-25,Metropolis.finance,Token,Ethereum,7805.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
85,2020-12-21,iProtocol,Other,Ethereum,41930.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
86,2020-12-22,FutureBase.Finance,Token,Ethereum,4272.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
87,2020-12-19,Solid Protocol,Exchange (DEX),Ethereum,71555.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
88,2020-12-14,YFDash,Stablecoin,Ethereum,61000.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
89,2020-12-11,DEFIBase,Yield Aggregator,Ethereum,378721.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
90,2020-12-13,dxHub,Token,Ethereum,5150.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
91,2020-12-12,CREW,Other,Ethereum,6105.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
92,2021-03-16,PulldogSwap,Token,Binance,10531.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
93,2021-03-10,PabloEscobarFi,Token,Binance,0.0,0.0,0.0,Other,Exploit/Other,2021
94,2021-03-13,SynLev,Exchange (DEX),Ethereum,277897.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
95,2020-12-18,Overbase Finance,Token,Ethereum,4275.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
96,2021-02-11,Ethereum Yield,Token,Ethereum,1099672.0,0.0,0.0,Abandoned,Exit Scam/Abandoned,2021
97,2021-03-07,VikingSwap,Exchange (DEX),Binance,0.0,0.0,0.0,Abandoned,Exit Scam/Abandoned,2021
98,,Cezo,Token,Ethereum,0.0,0.0,0.0,Other,Exploit/Other,
99,2021-03-07,ChaddyFinance,Yield Aggregator,Binance,12524.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
100,2020-12-21,Sonic Swap,Exchange (DEX),Ethereum,824.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
101,2021-03-09,KoiSwap,Exchange (DEX),Binance,19950.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
102,2021-03-10,DiceSwap,Exchange (DEX),Binance,29780.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
103,,Exorthous Finance,Token,Ethereum,0.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,
104,2020-11-13,POKeFARM,Gaming / Metaverse,Ethereum,238435.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
105,2020-12-26,Rapid Set Dollar,Stablecoin,Ethereum,47505.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
106,2021-02-08,Tranquility Defi,Yield Aggregator,Ethereum,12702.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
107,2021-01-05,Stable Yield Credit,Token,Ethereum,494001.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
108,,WhaleSwap,Exchange (DEX),Binance,0.0,0.0,0.0,Abandoned,Exit Scam/Abandoned,
109,2020-12-31,GrowBase Finance,Token,Ethereum,4025.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
110,2021-01-02,Ultimate Set Dollar,Stablecoin,Ethereum,0.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
111,2021-01-07,PolBase Cash,Stablecoin,Ethereum,353807.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
112,2021-03-07,MoltenSwap,Exchange (DEX),Binance,121994.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
113,2021-01-30,Zap Finance,Exchange (DEX),Binance,22461.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
114,2021-04-11,RFbtc,Token,Ethereum,11874.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
115,2021-03-10,Contribute Protocol,Token,Ethereum,3919.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
116,2021-01-28,PopcornSwap,Exchange (DEX),Binance,2241690.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
117,2021-01-09,Dipex,Exchange (DEX),Ethereum,16957.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
118,2021-01-14,Inertia Money,Other,Ethereum,0.0,0.0,0.0,Abandoned,Exit Scam/Abandoned,2021
119,2021-01-11,EASYPump,Token,Ethereum,2720.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
120,2021-01-06,D4ppdao Token,Token,Ethereum,11621.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
121,2021-01-23,WOLF Protocol,Yield Aggregator,Ethereum,30022.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
122,2021-04-03,Bing Swap,Yield Aggregator,Binance,10239.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
123,2021-01-29,Binary Protocol,Exchange (DEX),Ethereum,3924.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
124,2021-02-01,CatDog,Token,Ethereum,20225.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
125,2021-03-05,Paid Network,Other,Ethereum,27418034.0,0.0,0.0,Other,Exploit/Other,2021
126,2021-02-15,NONAME,Token,Ethereum,30120.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
128,2020-11-11,Relay3rV1,Token,Ethereum,8222.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
129,2020-12-05,SAD2Token,Other,Ethereum,0.0,0.0,0.0,Abandoned,Exit Scam/Abandoned,2020
130,2021-02-10,Union Capital,Other,Ethereum,500000.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
131,2020-12-03,Twerk Finance,Token,Ethereum,13140.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
132,2021-01-12,Galaxy DeFi,Token,Ethereum,38798.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
133,2020-12-08,Vadia Finance,"Exchange (DEX),Borrowing and Lending",Ethereum,8992.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
134,2020-11-30,Hype Bet Finance,Gaming / Metaverse,Ethereum,363854.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
135,2020-12-08,Bondly Finance,Token,Ethereum,26471.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
136,2020-12-22,Decentralized Privacy,Other,Ethereum,0.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
137,2021-02-25,Leverage X,Yield Aggregator,Ethereum,399855.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
138,2021-01-21,Rbase Finance,Yield Aggregator,Ethereum,307098.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
139,2021-02-20,BitBot,Other,Ethereum,805001.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
140,2021-04-27,NeedForSpeed Finance,Yield Aggregator,Ethereum,82091.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
141,2021-03-01,Cake Lock,Yield Aggregator,Binance,310654.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
142,2020-12-14,Reflation,Token,Ethereum,8987.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
143,2021-02-28,HoneySwap.Fi,Exchange (DEX),Binance,3280848.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
144,2020-12-14,DistX,Other,Ethereum,197818.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
145,2021-03-21,Mantle,Token,Ethereum,9507.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
146,2021-02-15,Wallstreetswap Finance,Yield Aggregator,Binance,2905021.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
147,2021-04-23,YZY DAO,Other,Ethereum,106315.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
148,2021-01-01,burn12,Token,Ethereum,2545.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
149,2020-12-26,L4CK,Token,Ethereum,1321.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
150,2021-02-14,Sakura DeFi,Borrowing and Lending,Ethereum,76480.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
151,,W3RLD,Token,Ethereum,0.0,0.0,0.0,Other,Exploit/Other,
152,2020-11-10,GALIL,Token,Ethereum,0.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
153,2021-02-20,DARK DEFI,Token,Ethereum,26543.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
154,2020-11-10,SAILSAN,Token,Ethereum,426.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
155,2020-11-10,Dswap,Exchange (DEX),Ethereum,330.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
156,2021-01-05,PUMP,Token,Ethereum,4144.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
157,2021-01-06,iBLUE,Token,Ethereum,3470.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
158,2020-11-08,CAP5,Token,Ethereum,760.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
159,2020-11-06,Devilishburning Farm,Token,Ethereum,2329.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
160,2021-01-24,Game Swap Exchange,Token,Ethereum,22796.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
161,2021-02-08,OracleSwapToken,Token,Ethereum,77328.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
162,2020-12-23,Bank Protocol,Borrowing and Lending,Ethereum,16867.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
163,2020-12-25,Magix,Other,Ethereum,188252.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
164,2020-12-26,Boost,Token,Ethereum,22680.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
166,2020-12-30,Dark Matter,Token,Ethereum,111637.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
167,2021-02-08,Astronaut NFT,NFT,Binance,187400.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
168,2021-04-30,Static,Yield Aggregator,Ethereum,24143.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
169,,Microbit,Token,Ethereum,0.0,0.0,0.0,Other,Exploit/Other,
170,2021-01-17,SLM Token,Token,Ethereum,64891.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
171,2021-02-28,Focus,Token,Ethereum,9555.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
172,,Vaultz Defi,Borrowing and Lending,Ethereum,0.0,0.0,0.0,Other,Exploit/Other,
173,2021-01-22,Nifity,Token,Ethereum,93410.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
174,2021-01-13,Jointventure Finance,Token,Ethereum,4443.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
175,2021-01-17,Pills for Sale,Token,Ethereum,447069.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
176,2021-01-06,Sifchain Finance,Exchange (DEX),Ethereum,207718.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
177,2020-12-23,Harvester Network,Token,Ethereum,6152.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
178,2020-12-10,AutoTrade Finance,Token,Ethereum,31797.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
179,2020-11-28,Zenith Finance,Other,Ethereum,26354.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
180,2020-11-24,ELLA,Token,Ethereum,6497.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
182,,KumQuat,Token,Binance,0.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,
183,2020-12-12,Tree Finance,Token,Ethereum,0.0,0.0,0.0,Abandoned,Exit Scam/Abandoned,2020
184,2020-11-27,Cover protocol,Other,Ethereum,182745.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
185,2020-11-21,Compasswap Token,Token,Binance,0.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
186,,Kanva,Token,Ethereum,0.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,
187,2020-11-12,House of paper,Token,Ethereum,2338.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
188,2020-11-07,KeeperDAO,Token,Ethereum,170217.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
189,,SoSo token,Token,Ethereum,0.0,0.0,0.0,Other,Exploit/Other,
190,2020-11-05,Bloody Finance,Token,Ethereum,1289.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
191,2020-11-06,Star Swap,Exchange (DEX),Ethereum,76654.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
192,2020-10-05,Vegetables Finance,Token,Ethereum,2652.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
193,,Dolphin Token,Token,Ethereum,0.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,
194,2020-10-31,Horus Finance,Token,Ethereum,991.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
195,2020-11-30,K33pr,Token,Ethereum,60858.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
196,2020-10-30,NanoCore,Other,Ethereum,22924.0,0.0,0.0,Abandoned,Exit Scam/Abandoned,2020
197,2020-10-31,Kper Network,Other,Ethereum,541755.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
198,2020-10-29,Liquid Core,Token,Ethereum,42099.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
199,2020-10-26,Nemo Finance,Token,Ethereum,31797.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
200,2020-11-04,ShabuVault,Token,Ethereum,4357.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
202,2020-12-01,Yearnspace,Yield Aggregator,Ethereum,33988.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
203,2020-10-24,BOMBHEAD token,Token,Ethereum,342.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
204,2020-10-24,Trump Swap,Token,Ethereum,795.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
205,2021-01-03,Mocha Set Dollar,Stablecoin,Ethereum,8780.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
206,2021-01-10,Dasis Cash,Token,Ethereum,0.0,0.0,0.0,Abandoned,Exit Scam/Abandoned,2021
207,2020-10-25,Lootx Finance,Exchange (DEX),Ethereum,2845.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
208,2021-01-05,Xdef finance,Yield Aggregator,Ethereum,449690.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
209,,Xdef finance,Token,Ethereum,0.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,
210,2020-11-14,CYBER SOLIDITY,Token,Ethereum,7823.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
211,2020-11-17,Foxi.finance,Token,Ethereum,15513.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
212,2020-10-22,Monster Chain,Token,Ethereum,4012.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
213,2020-11-17,x20 finance,Token,Ethereum,2501.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
214,2020-10-25,Exvault Finance,Token,Ethereum,73167.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
215,2020-10-21,Beer Garden,Token,Binance,0.0,0.0,0.0,Abandoned,Exit Scam/Abandoned,2020
216,2020-10-27,Vice.Uno,Token,Binance,111467.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
217,2020-11-11,Chessfarm.Tech,Other,Binance,167772.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
218,2020-12-07,GoldenFarm,Token,Binance,396.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
219,2020-12-17,Potatos Finance,Token,Binance,569.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
220,2021-01-09,MinterPro,Other,Binance,33821.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
221,2021-01-30,Tin Finance,Yield Aggregator,Binance,137342.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
222,2020-11-20,Rubick Finance,Yield Aggregator,Ethereum,20685.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
223,2020-11-21,Rotex,Token,Ethereum,4804.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
224,2021-01-13,Bio Farm,Other,Ethereum,73244.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
225,2021-01-26,INFI Governance and Utility Token,Token,Ethereum,109878.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
226,2021-01-15,Cubic Finance,Yield Aggregator,Ethereum,216694.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
227,2021-01-01,Slicer Finance,NFT,Ethereum,14346.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
228,2021-01-29,Aphrodite Protocol,Other,Ethereum,97147.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
229,2021-01-01,Pacific Protocol,Yield Aggregator,Ethereum,23531.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
230,2020-11-24,Gh1z.finance,Token,Ethereum,2137.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
231,2021-01-16,Link Based,Token,Ethereum,0.0,0.0,0.0,Abandoned,Exit Scam/Abandoned,2021
232,2021-01-18,Holy Trinity,Other,Ethereum,34122.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
233,2021-02-02,Rfyield Finance,Yield Aggregator,Ethereum,7193.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
234,2020-12-23,Mother of All Ponzis,Token,Ethereum,1336.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
235,2020-12-25,UniTarget,Token,Ethereum,70732.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
236,,Exbase Finance,Token,Ethereum,0.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,
237,2021-01-26,Elastic Staking,Yield Aggregator,Ethereum,208514.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
239,2021-01-21,Yearn Machine Learning,Yield Aggregator,Ethereum,100367.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
240,2020-11-25,Maxliq.ml,Token,Ethereum,898.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
242,2020-11-12,Pump Farm,Yield Aggregator,Ethereum,477544.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
243,2020-11-27,Hypechill fund,Token,Ethereum,12910.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
244,2020-11-27,RUL3R Token,Token,Ethereum,24792.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
245,,Asteroid Pump,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
246,2020-11-28,CHERRY,Token,Ethereum,6593.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
247,2020-11-28,Enjo,Token,Ethereum,762.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
248,2020-11-29,Hype Bet,Token,Ethereum,34703.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
249,2020-12-01,Compounder Finance,Borrowing and Lending,Ethereum,12326985.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
250,2020-12-01,K.O.N.G Token,Token,Ethereum,7451.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
251,2020-12-04,CoinSWOP,CeFi,Ethereum,21049.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
252,2020-12-02,Solv3 network,Token,Ethereum,35643.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
254,2020-12-02,Ba5ic finance,Token,Ethereum,1055.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
255,2020-12-05,Waronrug degen token,Token,Ethereum,555.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
256,2020-12-06,Apollo Swap,Token,Ethereum,31056.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
258,2020-12-07,OKO TOKEN,Token,Ethereum,34283.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
259,2020-12-08,Brother finance,Token,Ethereum,8327.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
260,2020-12-07,Jin Finance,Token,Ethereum,277.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
261,2020-12-07,Farmland Network,Yield Aggregator,Ethereum,892.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
262,2020-12-07,Gaia protocol,Gaming / Metaverse,Ethereum,598.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
263,2020-12-07,Reaper Finance,Yield Aggregator,Ethereum,31237.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
264,2020-12-08,Keep3r.info,Token,Ethereum,2457.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
265,2020-12-09,Sauron,Token,Ethereum,2003.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
266,2020-12-09,Ren Swap,Token,Ethereum,7248.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
267,2021-01-28,Reflect3 Finance,Token,Ethereum,3294.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
268,2020-12-09,Yearn Hold Finance,Token,Ethereum,16823.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
269,2020-12-13,Douyea,Token,Ethereum,6426.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2020
270,2023-01-09,Spark,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2023
271,2020-12-14,TRBAS3,Token,Ethereum,3176.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
272,2020-12-15,UnlimitedBase Finance,Yield Aggregator,Ethereum,6283.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
273,,HotDew Token,Token,Ethereum,0.0,0.0,0.0,Abandoned,Exit Scam/Abandoned,
274,2021-01-16,Fractal Defi,Other,Ethereum,11678.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
276,2020-12-18,Prophet Project,Token,Ethereum,46356.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
277,2020-09-09,Emerald Mine,Token,EOS,2500000.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2020
280,2020-11-13,Darkwebcoin,Token,Ethereum,0.0,0.0,0.0,Other,Exploit/Other,2020
281,,Citadeli,Token,Ethereum,0.0,0.0,0.0,Other,Exploit/Other,
282,,PenguinCoin,Token,Ethereum,0.0,0.0,0.0,Other,Exploit/Other,
